,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,Date,Latitude,Longitude,geometry,index_right
53729,-122.328913101671,47.61346582031274,53730,68416,68416,2828059,Matched,Intersection,29878.0,BOREN AVE AND PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-10-18T00:00:00.000Z,10/18/2007 4:35:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7291002.0,,45,Vehicle - Pedalcyclist,31087,0,N,2007-10-18 16:35:00,47.61346582031274,-122.328913101671,POINT (-122.328913101671 47.61346582031274),0
53764,-122.3239286434192,47.614100201274255,53765,67717,67717,2827530,Matched,Block,,E PIKE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-11-01T00:00:00.000Z,11/1/2007,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,7305006.0,,45,Vehicle - Pedalcyclist,31166,0,N,2007-11-01 00:00:00,47.614100201274255,-122.3239286434192,POINT (-122.3239286434192 47.61410020127425),0
53887,-122.3420820439316,47.66503744162638,53888,68015,68015,2893294,Matched,Intersection,25532.0,STONE AVE N AND N 50TH ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2007-11-27T00:00:00.000Z,11/27/2007 3:47:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dusk,,7331007.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-11-27 15:47:00,47.66503744162638,-122.3420820439316,POINT (-122.3420820439316 47.66503744162638),0
53891,-122.36522101124952,47.52102253636345,53892,67707,67707,2798486,Matched,Block,,SW BARTON ST BETWEEN 25TH AVE SW AND 26TH AVE SW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-03-25T00:00:00.000Z,3/25/2007 2:05:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,7084003.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-03-25 14:05:00,47.52102253636345,-122.36522101124952,POINT (-122.3652210112495 47.52102253636345),0
53927,-122.39412634222816,47.58950270384329,53928,67542,67542,2619050,Matched,Block,,ALKI AVE SW BETWEEN SW ARKANSAS ST AND SW HAMPSHIRE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-10-23T00:00:00.000Z,10/23/2007 5:14:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7296005.0,,45,Vehicle - Pedalcyclist,3594,0,N,2007-10-23 17:14:00,47.58950270384329,-122.39412634222816,POINT (-122.3941263422282 47.58950270384329),0
53971,-122.30276995562323,47.60800896071419,53972,68177,68177,2827234,Matched,Intersection,30173.0,23RD AVE AND E CHERRY ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-08-14T00:00:00.000Z,8/14/2007 5:59:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7226004.0,,45,Vehicle - Pedalcyclist,9564,0,N,2007-08-14 17:59:00,47.60800896071419,-122.30276995562323,POINT (-122.3027699556232 47.60800896071419),0
53988,-122.27965845484404,47.553404802050714,53989,68122,68122,2614487,Matched,Intersection,33499.0,RAINIER AVE S AND S BRANDON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-07-13T00:00:00.000Z,7/13/2007 10:45:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7194042.0,,45,Vehicle - Pedalcyclist,23898,0,N,2007-07-13 10:45:00,47.553404802050714,-122.27965845484404,POINT (-122.279658454844 47.55340480205071),0
53991,-122.32775751125796,47.66135727672546,53992,68199,68199,2795181,Matched,Block,,NE 45TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-02-01T00:00:00.000Z,2/1/2007,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,7032034.0,,45,Vehicle - Pedalcyclist,6532,0,N,2007-02-01 00:00:00,47.66135727672546,-122.32775751125796,POINT (-122.327757511258 47.66135727672546),0
54050,-122.34888072734898,47.61242924840489,55051,69482,69482,C691056,Matched,Block,,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-08-06T00:00:00.000Z,8/6/2007,Mid-Block (not related to intersection),55.0,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,,7218029.0,,45,Vehicle - Pedalcyclist,13185,0,N,2007-08-06 00:00:00,47.61242924840489,-122.34888072734898,POINT (-122.348880727349 47.61242924840489),0
54115,-122.33314765050945,47.61661283739815,55116,68405,68405,C689381,Matched,Block,,STEWART ST BETWEEN TERRY AVE AND BOREN AVE,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2007-07-20T00:00:00.000Z,7/20/2007 8:35:00 AM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Daylight,,7201071.0,,45,Vehicle - Pedalcyclist,13691,0,N,2007-07-20 08:35:00,47.61661283739815,-122.33314765050945,POINT (-122.3331476505094 47.61661283739815),0
54164,-122.31266095884769,47.72399703898532,55165,69233,69233,2614623,Matched,Intersection,35876.0,15TH AVE NE AND NE BROCKMAN S PL,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-08-14T00:00:00.000Z,8/14/2007 5:53:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Dawn,Y,7226005.0,,45,Vehicle - Pedalcyclist,13559,0,N,2007-08-14 05:53:00,47.72399703898532,-122.31266095884769,POINT (-122.3126609588477 47.72399703898532),0
54272,-122.31203248405401,47.659781475380434,55273,68782,68782,2803556,Matched,Intersection,27078.0,15TH AVE NE AND NE 43RD ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2007-01-29T00:00:00.000Z,1/29/2007 7:49:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,7029004.0,,45,Vehicle - Pedalcyclist,0,524562,N,2007-01-29 19:49:00,47.659781475380434,-122.31203248405401,POINT (-122.312032484054 47.65978147538043),0
54516,-122.38746939179855,47.52181669531191,55517,69108,69108,2826901,Matched,Block,,CALIFORNIA AVE SW BETWEEN SW BARTON ST AND SW BRACE POINT E DR,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-07-27T00:00:00.000Z,7/27/2007 6:10:00 PM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Clear or Partly Cloudy,Dry,Daylight,,7208003.0,,45,Vehicle - Pedalcyclist,29351,0,N,2007-07-27 18:10:00,47.52181669531191,-122.38746939179855,POINT (-122.3874693917985 47.52181669531191),0
54540,-122.3475648211598,47.62542294139035,55541,68403,68403,2825845,Matched,Intersection,28888.0,5TH AVE N AND ROY ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-08-29T00:00:00.000Z,8/29/2007 4:47:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7241052.0,,45,Vehicle - Pedalcyclist,0,521788,N,2007-08-29 16:47:00,47.62542294139035,-122.3475648211598,POINT (-122.3475648211598 47.62542294139035),0
54576,-122.36617831122828,47.66943046687064,55577,68910,68910,2803327,Matched,Intersection,25418.0,8TH AVE NW AND NW 56TH ST,,,2,Injury Collision,Cycles,2,0,2,0,2,0,0,2007-02-21T00:00:00.000Z,2/21/2007 6:40:00 AM,At Intersection (intersection related),58.0,PEDALCYCLIST STRUCK PEDALCYCLIST FRONT END AT ANGLE,,0,Overcast,Dry,Dawn,,7052003.0,,45,Vehicle - Pedalcyclist,2426,0,N,2007-02-21 06:40:00,47.66943046687064,-122.36617831122828,POINT (-122.3661783112283 47.66943046687064),0
54623,-122.32076019874341,47.61116907589688,55624,69191,69191,2792507,Matched,Intersection,29772.0,BROADWAY AND MADISON ST, ,,2,Injury Collision,Cycles,5,0,1,1,1,0,0,2007-08-01T00:00:00.000Z,8/1/2007,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7213008.0,,45,Vehicle - Pedalcyclist,0,523946,N,2007-08-01 00:00:00,47.61116907589688,-122.32076019874341,POINT (-122.3207601987434 47.61116907589688),0
54659,-122.34887678061644,47.62456433085206,55660,69763,69763,2793624,Matched,Intersection,28915.0,4TH AVE N AND MERCER ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-07-06T00:00:00.000Z,7/6/2007,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7187014.0,Y,45,Vehicle - Pedalcyclist,0,521962,N,2007-07-06 00:00:00,47.62456433085206,-122.34887678061644,POINT (-122.3488767806164 47.62456433085206),0
54674,-122.36672095435245,47.69936571407239,55675,69156,69156,2794884,Matched,Block,,HOLMAN RD NW BETWEEN 9TH AVE NW AND 7TH AVE NW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-05-15T00:00:00.000Z,5/15/2007 3:01:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7135007.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-05-15 15:01:00,47.69936571407239,-122.36672095435245,POINT (-122.3667209543524 47.69936571407239),0
54807,-122.34456117977656,47.61222096196304,55808,68705,68705,2825802,Matched,Block,,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-05-27T00:00:00.000Z,5/27/2007 1:05:00 AM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,7147001.0,,45,Vehicle - Pedalcyclist,13227,0,N,2007-05-27 01:05:00,47.61222096196304,-122.34456117977656,POINT (-122.3445611797766 47.61222096196304),0
54834,-122.34005494494647,47.6165946541522,55835,68947,68947,2804903,Matched,Intersection,29529.0,7TH AVE AND BLANCHARD ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2007-10-03T00:00:00.000Z,10/3/2007,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,7276031.0,,45,Vehicle - Pedalcyclist,14209,0,N,2007-10-03 00:00:00,47.6165946541522,-122.34005494494647,POINT (-122.3400549449465 47.6165946541522),0
54837,-122.31814095005302,47.61409443242297,55838,69721,69721,2827629,Matched,Intersection,29747.0,11TH AVE AND E PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-08-23T00:00:00.000Z,8/23/2007 7:25:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,Y,7235002.0,,45,Vehicle - Pedalcyclist,31243,0,N,2007-08-23 07:25:00,47.61409443242297,-122.31814095005302,POINT (-122.318140950053 47.61409443242297),0
54852,-122.34052494850128,47.63359230319913,55853,70046,70046,2802387,Matched,Block,,WESTLAKE AVE N BETWEEN 8TH N AVE N AND BLAINE ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2007-04-16T00:00:00.000Z,4/16/2007 5:00:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7106001.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-04-16 17:00:00,47.63359230319913,-122.34052494850128,POINT (-122.3405249485013 47.63359230319913),0
54886,-122.30015994352844,47.60901406034535,55887,69068,69068,2620787,Matched,Intersection,30054.0,25TH AVE AND E COLUMBIA ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-03-09T00:00:00.000Z,3/9/2007,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Dark - Street Lights On,,7068002.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-03-09 00:00:00,47.60901406034535,-122.30015994352844,POINT (-122.3001599435284 47.60901406034535),0
54905,-122.35266730761462,47.69602018391888,55906,69771,69771,2881163,Matched,Intersection,37430.0,DAYTON AVE N AND N 92ND ST,,,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2007-09-28T00:00:00.000Z,9/28/2007 7:32:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,7271007.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-09-28 07:32:00,47.69602018391888,-122.35266730761462,POINT (-122.3526673076146 47.69602018391888),0
54946,-122.35006948607868,47.70470395142877,55947,69310,69310,2829746,Matched,Block,,FREMONT AVE N BETWEEN N 104TH ST AND N 105TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-09-28T00:00:00.000Z,9/28/2007 5:28:00 PM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,,7271001.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-09-28 17:28:00,47.70470395142877,-122.35006948607868,POINT (-122.3500694860787 47.70470395142877),0
54982,-122.34218139153938,47.54035297734774,55983,69738,69738,2827471,Matched,Intersection,34082.0,HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2007-08-22T00:00:00.000Z,8/22/2007 4:38:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7234029.0,,45,Vehicle - Pedalcyclist,0,525317,N,2007-08-22 16:38:00,47.54035297734774,-122.34218139153938,POINT (-122.3421813915394 47.54035297734774),0
54996,-122.31736339573136,47.672268987667096,55997,69034,69034,C684509,Matched,Intersection,25756.0,ROOSEVELT WAY NE AND NE RAVENNA WB BV,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-04-09T00:00:00.000Z,4/9/2007,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,7099035.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-04-09 00:00:00,47.672268987667096,-122.31736339573136,POINT (-122.3173633957314 47.6722689876671),0
55013,-122.33063081849119,47.6090148749959,56014,71624,71624,2621305,Matched,Intersection,29915.0,HUBBELL PL AND SENECA ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-01-07T00:00:00.000Z,1/7/2007,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,Y,7007005.0,,45,Vehicle - Pedalcyclist,9107,0,N,2007-01-07 00:00:00,47.6090148749959,-122.33063081849119,POINT (-122.3306308184912 47.6090148749959),0
55062,-122.32374795066308,47.61974514520382,56063,71451,71451,2621742,Matched,Block,,E OLIVE WAY BETWEEN BELMONT AVE E AND BOYLSTON W AVE E,,,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2007-05-18T00:00:00.000Z,5/18/2007 11:23:00 AM,Mid-Block (but intersection related),69.0,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear or Partly Cloudy,Dry,Daylight,,7138009.0,,45,Vehicle - Pedalcyclist,23250,0,N,2007-05-18 11:23:00,47.61974514520382,-122.32374795066308,POINT (-122.3237479506631 47.61974514520382),0
55075,-122.34348369279024,47.61216856709135,56076,71153,71153,2795030,Matched,Block,,LENORA ST BETWEEN 1ST AVE AND 2ND AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-04-28T00:00:00.000Z,4/28/2007 12:55:00 PM,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,7118004.0,Y,45,Vehicle - Pedalcyclist,0,0,N,2007-04-28 12:55:00,47.61216856709135,-122.34348369279024,POINT (-122.3434836927902 47.61216856709135),0
55222,-122.33829360971828,47.61555350929383,56223,71382,71382,2622545,Matched,Block,,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-02-06T00:00:00.000Z,2/6/2007,Driveway Junction,51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,0,Overcast,Wet,Daylight,Y,7037006.0,,45,Vehicle - Pedalcyclist,13839,0,N,2007-02-06 00:00:00,47.61555350929383,-122.33829360971828,POINT (-122.3382936097183 47.61555350929383),0
55224,-122.31441858983412,47.656225445512085,56225,70981,70981,2794755,Matched,Intersection,27141.0,BROOKLYN AVE NE AND NE CAMPUS WB PY, ,,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2007-05-31T00:00:00.000Z,5/31/2007 10:01:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,7151003.0,,45,Vehicle - Pedalcyclist,31383,0,N,2007-05-31 10:01:00,47.656225445512085,-122.31441858983412,POINT (-122.3144185898341 47.65622544551209),0
55237,-122.37358850396625,47.66866536787648,56238,71068,71068,2881150,Matched,Intersection,25423.0,14TH AVE NW AND NW MARKET ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-12-11T00:00:00.000Z,12/11/2007 2:34:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7345004.0,,45,Vehicle - Pedalcyclist,26709,0,N,2007-12-11 14:34:00,47.66866536787648,-122.37358850396625,POINT (-122.3735885039662 47.66866536787648),0
55254,-122.33299987592456,47.62311600573346,56255,71124,71124,2826062,Matched,Intersection,29134.0,MINOR AVE N AND REPUBLICAN ST,,,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2007-07-30T00:00:00.000Z,7/30/2007 11:20:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7211036.0,,45,Vehicle - Pedalcyclist,31263,0,N,2007-07-30 11:20:00,47.62311600573346,-122.33299987592456,POINT (-122.3329998759246 47.62311600573346),0
55276,-122.2963962721964,47.62738580031098,56277,70872,70872,2792364,Matched,Intersection,29220.0,28TH AVE E AND E WARD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-07-08T00:00:00.000Z,7/8/2007,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,7189007.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-07-08 00:00:00,47.62738580031098,-122.2963962721964,POINT (-122.2963962721964 47.62738580031098),0
55313,-122.3328840169707,47.59874765731711,56314,70398,70398,2606529,Matched,Block,,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2007-08-08T00:00:00.000Z,8/8/2007,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,7220005.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-08-08 00:00:00,47.59874765731711,-122.3328840169707,POINT (-122.3328840169707 47.59874765731711),0
55376,-122.3800142179366,47.6868557509556,56377,69868,69868,2799032,Matched,Intersection,23879.0,18TH AVE NW AND NW 80TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-09-07T00:00:00.000Z,9/7/2007,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,7250002.0,,45,Vehicle - Pedalcyclist,27509,0,N,2007-09-07 00:00:00,47.6868557509556,-122.3800142179366,POINT (-122.3800142179366 47.6868557509556),0
55377,-122.2931937452192,47.72289906571753,56378,70564,70564,2603719,Matched,Intersection,36052.0,LAKE CITY WAY NE AND NE 130TH ST, ,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2007-05-06T00:00:00.000Z,5/6/2007,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dusk,,7126022.0,,45,Vehicle - Pedalcyclist,0,630790,N,2007-05-06 00:00:00,47.72289906571753,-122.2931937452192,POINT (-122.2931937452192 47.72289906571753),0
55383,-122.34240185261628,47.61855016455178,56384,70522,70522,2607897,Matched,Intersection,29515.0,DENNY WAY AND DEXTER AVE,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2007-06-28T00:00:00.000Z,6/28/2007 8:30:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,7179008.0,,45,Vehicle - Pedalcyclist,12567,0,N,2007-06-28 08:30:00,47.61855016455178,-122.34240185261628,POINT (-122.3424018526163 47.61855016455178),0
55471,-122.3762202348543,47.66504975887638,56472,71784,71784,2904627,Matched,Intersection,25447.0,15TH AVE NW AND BALLARD BR,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-12-12T00:00:00.000Z,12/12/2007 4:12:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,Y,7346033.0,,45,Vehicle - Pedalcyclist,18252,0,N,2007-12-12 16:12:00,47.66504975887638,-122.3762202348543,POINT (-122.3762202348543 47.66504975887638),0
55591,-122.32100440462942,47.553351023694255,56592,71359,71359,2625247,Matched,Intersection,33100.0,AIRPORT WAY S AND S LUCILE ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-02-12T00:00:00.000Z,2/12/2007 3:35:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,7043006.0,,45,Vehicle - Pedalcyclist,0,525162,N,2007-02-12 15:35:00,47.553351023694255,-122.32100440462942,POINT (-122.3210044046294 47.55335102369425),0
55618,-122.32659192330016,47.623134196906975,56619,71707,71707,2616947,Matched,Intersection,29130.0,BELLEVUE AVE E AND E REPUBLICAN ST,,,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2007-02-19T00:00:00.000Z,2/19/2007 4:37:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Daylight,,7050002.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-02-19 16:37:00,47.623134196906975,-122.32659192330016,POINT (-122.3265919233002 47.62313419690697),0
55645,-122.28647213639894,47.59937467735951,56646,71184,71184,2792338,Matched,Block,,LAKESIDE AVE S BETWEEN S LESCHI PL AND S JACKSON ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2007-07-14T00:00:00.000Z,7/14/2007 7:38:00 AM,Mid-Block (not related to intersection),54.0,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Clear or Partly Cloudy,Dry,Daylight,,7195006.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-07-14 07:38:00,47.59937467735951,-122.28647213639894,POINT (-122.2864721363989 47.59937467735951),0
55661,-122.32239427839816,47.63520762202422,56662,71648,71648,2906402,Matched,Block,,LAKEVIEW BLVD E BETWEEN E GARFIELD ST AND HARVARD AVE E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2007-12-12T00:00:00.000Z,12/12/2007 10:09:00 PM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,1,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,7346014.0,,45,Vehicle - Pedalcyclist,0,0,N,2007-12-12 22:09:00,47.63520762202422,-122.32239427839816,POINT (-122.3223942783982 47.63520762202422),0
