,CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Date,Latitude,Longitude,geometry,index_right
51802,1ab38b380367a8d440c8190d085d9d82c64121562719ab72f01d2f01509ca33e93efad53b77ed9274f7fd88af818ec887ab19db12fbbc91a231b965db83d93d7,JB336524,,07/05/2018 02:00:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDALCYCLIST,ONE-WAY,1.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",07/05/2018 02:00:00 PM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,2700,N,DRAKE AVE,1412.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,14,5,7,41.930185812,-87.716075179,POINT (-87.716075179198 41.930185812478),2018-07-05 14:00:00,41.930185812,-87.716075179,POINT (-87.716075179 41.930185812),0
51817,1ab5f081e37f23adcf263d266b26be905e744776d57925f929183f99331c707507deeb127c84c0153f9f8381fa09a9df85f7d031a6f989b91815ed58f65b2f91,JB506316,,11/06/2018 04:00:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDALCYCLIST,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,11/06/2018 06:16:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",8123,S,ESCANABA AVE,422.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16,3,11,41.747549025,-87.553881843,POINT (-87.553881843106 41.747549025333),2018-11-06 16:00:00,41.747549025,-87.553881843,POINT (-87.553881843 41.747549025),0
51828,1ab6e7f8a1d490b2e9d81fa0d7414f50165fdb31545c444a05015ad8e7feb09cfe85a03f0c33435f02950a87e193a4011be900558b9f0af557af6701dd7b3300,JC419151,,09/03/2019 09:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,N,$500 OR LESS,09/03/2019 09:31:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1532,N,MILWAUKEE AVE,1424.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,3,9,41.909278559,-87.675973941,POINT (-87.67597394097 41.909278558756),2019-09-03 21:10:00,41.909278559,-87.675973941,POINT (-87.675973941 41.909278559),0
51853,1aba434a5c34c48a3b9dde813f8a3ddff4adf7c9433c463c315dd60340aa8bbac7cfc964945e287abf2cb7085e4722063c3f8f7a9797f797d41f05639b90bbcf,JB211514,,04/04/2018 05:11:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,04/04/2018 05:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6811,W,DIVERSEY AVE,2512.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,4,4,41.930767182,-87.795985088,POINT (-87.795985087605 41.930767182442),2018-04-04 17:11:00,41.930767182,-87.795985088,POINT (-87.79598508799999 41.930767182),0
51862,1abcce701184f747e5ff09df75344a50f74fe769042af4b24b82f5820259154d59834ccea4faa4b646f5c15ff87d97f2c589168cfc3026cd2884bb651d8d6167,JB295348,,06/06/2018 12:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",06/06/2018 12:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,455,W,31ST ST,915.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,4,6,41.838039463,-87.638234982,POINT (-87.638234982217 41.838039463472),2018-06-06 12:00:00,41.838039463,-87.638234982,POINT (-87.638234982 41.838039463),0
51949,1ac8222ddf43916146c54309dee694a3070009b5c60cd05a1f35c3f613c63cb1dd7d2724697193bf946115fefe43efbeacc5a34efc493c07f256eb6d58db5a12,JD181716,,03/11/2020 09:54:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,03/11/2020 09:56:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2400,N,CLARK ST,1935.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9,4,3,41.925597623,-87.640650973,POINT (-87.640650973099 41.925597623023),2020-03-11 09:54:00,41.925597623,-87.640650973,POINT (-87.64065097300001 41.925597623),0
52049,1ada22e0604e929c08bc6120f119173064b69c64a81e575843cf1cf9638d8bdad952f215770952cf77014ef79c9e75291820127b565fd0c07cfaebc547dc7fc2,JC402947,,08/22/2019 04:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/22/2019 04:55:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5811,W,HIGGINS AVE,1622.0,,,Y,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16,5,8,41.971913436,-87.77393336,POINT (-87.773933359838 41.971913436058),2019-08-22 16:50:00,41.971913436,-87.77393336,POINT (-87.77393336 41.971913436),0
52151,1aec6be9fe9058eace9d8e7b7a1c61298190f4faabea3390f477835eb9b301bee076907b97137b4adee8fd7315c0284ee79d951be11579c528ed8bcbd67d37aa,JB170609,,03/02/2018 07:10:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/02/2018 07:15:00 AM,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,1339,W,WINONA ST,2033.0,,,,,,,3.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,7,6,3,41.975256679,-87.6639107,POINT (-87.663910699877 41.97525667879),2018-03-02 07:10:00,41.975256679,-87.6639107,POINT (-87.6639107 41.975256679),0
52189,1af11927a6f16b68b694435ff71f8811fc09ac693341c40295bcd0b3a00f6d2b7d0af97a322456ed6e26affb2347138586cd796356fe6b141e343b01ee3dac30,JC411177,,08/28/2019 06:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,08/28/2019 06:50:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,760,W,CHICAGO AVE,1213.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,18,4,8,41.896505647,-87.647654579,POINT (-87.647654579153 41.896505646882),2019-08-28 18:50:00,41.896505647,-87.647654579,POINT (-87.647654579 41.896505647),0
52258,1aff5d9549b0cfbba7b4bbeb34e9d2f7c83264df0478f0440c9fb87ce3029d54762b84b346c59667ba1d49d3ab0044c182aae200f5434573deea59691ee415c4,JB130051,,01/26/2018 08:35:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,4.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/26/2018 08:40:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,1359,W,AUGUSTA BLVD,1213.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,8,6,1,41.899677365,-87.6624234,POINT (-87.662423400444 41.899677365419),2018-01-26 08:35:00,41.899677365,-87.6624234,POINT (-87.66242339999999 41.899677365),0
52417,1b1ad5709c5a62003d1c1153f14a33431b4417fbd0980ec8491b56e4249ff25cbff7ab94c729e9d5452f30bffa97e511c36600f6ef160fd8731cf93562d59706,JA360355,,07/23/2017 05:13:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,UNKNOWN,PEDALCYCLIST,ONE-WAY,3.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/23/2017 05:18:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6925,S,ADA ST,734.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,17,1,7,41.767872994,-87.657681103,POINT (-87.657681102826 41.767872994062),2017-07-23 17:13:00,41.767872994,-87.657681103,POINT (-87.657681103 41.767872994),0
52432,1b1b0a9ce3795b0338738e04f99aa4b143330d83b6163fc000e7159716f16a9d48c05f5fd26c4fa83903db64740d8a2829b18cfa773faccebf18e578cee33c42,JB365470,,07/26/2018 12:27:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,OTHER,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",07/26/2018 12:28:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,7228,S,LOOMIS BLVD,734.0,,,,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,5,7,41.762299463,-87.6590431,POINT (-87.659043100143 41.762299463247),2018-07-26 00:27:00,41.762299463,-87.6590431,POINT (-87.65904310000001 41.762299463),0
52487,1b259815c8190587171cd2dd4f4efb88c9dd766cb319e4a6f2e5329743c8fd9941dd5cd847b883667e81f4e6c21b5750e66ee0a921c2924f17b9869fcd837969,JB512518,,11/11/2018 09:30:00 PM,30,LANE USE MARKING,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/11/2018 09:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3400,N,HALSTED ST,1924.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,1,11,41.943659495,-87.64952321,POINT (-87.649523210494 41.943659495161),2018-11-11 21:30:00,41.943659495,-87.64952321,POINT (-87.64952321 41.943659495),0
52496,1b27d155a883f4e676d4c035d01fda3a978d92bc81c78f2ba1327081364191b14bc107db7e5d71f901000c0975573a8c0835fa979267a336c86ed3979047e4a8,JB445584,,09/20/2018 04:25:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,09/21/2018 07:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,360,W,GRAND AVE,1831.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,9,41.891642846,-87.637908086,POINT (-87.63790808573 41.891642846176),2018-09-20 16:25:00,41.891642846,-87.637908086,POINT (-87.637908086 41.891642846),0
52506,1b295225a1909bb53f5c746686dfdf523fce5b324776f92177bdeb96bacecb55e7d8673226fa1a050044e06680d88db1e853404d1e8be7925ebca3ffa6acf31e,JC429938,,09/12/2019 09:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,09/12/2019 09:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,3311,W,OGDEN AVE,1024.0,,,N,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,9,5,9,41.856738914,-87.708227216,POINT (-87.708227216433 41.856738913968),2019-09-12 09:30:00,41.856738914,-87.708227216,POINT (-87.708227216 41.856738914),0
52640,1b3f17b47d542877fd8bd1707753173c66d51033b829e85e3d36625693b7081ce9ae2ec4c021dd36db765150c45fd0455c14b61c1bf8f32a34b75c9031b9023d,JB310368,,06/17/2018 05:15:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,06/17/2018 05:18:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1526,N,CENTRAL PARK AVE,2535.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,1,6,41.908965554,-87.716916869,POINT (-87.716916868677 41.908965554094),2018-06-17 05:15:00,41.908965554,-87.716916869,POINT (-87.716916869 41.908965554),0
52686,1b45fd9f33205964302abcf2c77ccaf9c4c12f73ffd4640bd002d95723f9c09e1d0d532b9f7675656bb55f1f52945a29e754d8e2bfc60f147ea95668910b292b,JC412702,,08/29/2019 09:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/29/2019 10:03:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6718,W,BERENICE AVE,1632.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,5,8,41.949616817,-87.794777239,POINT (-87.794777238772 41.949616817091),2019-08-29 21:00:00,41.949616817,-87.794777239,POINT (-87.794777239 41.949616817),0
52829,1b5cd7f9d0f1fd6a43ca4095afe072c5f03ae1da18a008667827cf75658561b41c3b6d3ee5bcfe714e0a592b5594574c1dec611292c9ad74bc6ad6beb7a5fbda,JB364671,,07/25/2018 10:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/25/2018 02:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,758,N,WELLS ST,1831.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10,4,7,41.896542545,-87.634347755,POINT (-87.634347755377 41.896542545334),2018-07-25 10:30:00,41.896542545,-87.634347755,POINT (-87.63434775499999 41.896542545),0
52841,1b5f027e440cb3b9607d3d21bfe17a5e60ecd470bb3d185b20d8ca3b1c3cbfce409952bc529d2e08d264ee945bbece442c87ef8ff6f3766a0f08a9696c909d67,JC339887,N,07/08/2019 01:07:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,07/08/2019 01:09:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,151,E,CHICAGO AVE,1833.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13,2,7,41.896634747,-87.62354553,POINT (-87.623545530338 41.896634747261),2019-07-08 13:07:00,41.896634747,-87.62354553,POINT (-87.62354553 41.896634747),0
52938,1b70e24c0c1e212a0c48bacdd1e7d86337c5d95413fc12b51d16a89022b06701e81cf96ae4ea5fb709d82f102fba7923bf13090ec01f46d060ca4da57768cab4,HZ396130,,08/06/2016 05:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/17/2016 04:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2450,W,ARTHUR AVE,2412.0,,,,,,,2.0,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,0.0,0.0,17,7,8,41.999618872,-87.691976405,POINT (-87.69197640474 41.999618871603),2016-08-06 17:30:00,41.999618872,-87.691976405,POINT (-87.69197640500001 41.999618872),0
53139,1b9235a21a5c74909c18dc9574bd5b117a16fada97bfbd25b3187df3a363df03892a3cd9293b81c01ef08cf4ff6b2267414d483e78e130d75dace880dc493b9f,JB473066,,10/10/2018 10:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,10/12/2018 05:44:00 PM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,3933,W,ARMITAGE AVE,2535.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,10,4,10,41.917070774,-87.725472145,POINT (-87.72547214524 41.917070773733),2018-10-10 10:20:00,41.917070774,-87.725472145,POINT (-87.725472145 41.917070774),0
53143,1b92a912604d0b458935c09fb96558bb31b9cd761d9f7d63a59c325a18605101e8060d06526673e774e9093d26e066f940ef8d44a6761fd5369a82bc3c673737,JA504333,,11/08/2017 05:35:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/08/2017 07:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,500,W,ROOSEVELT RD,124.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,11,41.867362693,-87.639293195,POINT (-87.639293194642 41.867362692617),2017-11-08 17:35:00,41.867362693,-87.639293195,POINT (-87.63929319499999 41.867362693),0
53262,1ba3505cab9b7e47d446267f7c704f3b278809fbd2b4a5bfa02e18ba948072b73168bc8afb1bcf1e643159e3e13febc425351828b88823f88cd8320ca891a78b,JB238074,,04/25/2018 08:00:00 PM,20,NO CONTROLS,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/25/2018 08:43:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7900,S,TRUMBULL AVE,834.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,4,4,41.749552724,-87.708635813,POINT (-87.708635813104 41.749552723968),2018-04-25 20:00:00,41.749552724,-87.708635813,POINT (-87.708635813 41.749552724),0
53278,1ba5793c7659fffc1a1927660ece560d63eabe4042fc948f9b642fd96d7518af8200daecdefd8410c34b344c027e0629ae520acdbab890aa5916518986ce303f,JB307855,,06/15/2018 11:20:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4.0,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",06/15/2018 11:23:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,398,E,99TH ST,511.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,11,6,6,41.714711594,-87.614099311,POINT (-87.614099310761 41.714711593726),2018-06-15 11:20:00,41.714711594,-87.614099311,POINT (-87.614099311 41.714711594),0
53357,1bb209c4b296f907bf306928564428dd9dcacd454aa3bf03f60d5830828d39bfc3cc1815e83cfcb10afed848a9b4010d45696b1f3d254e0e97083ae80cea9e28,JA299639,,06/09/2017 11:45:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,6.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,06/09/2017 04:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,500,N,LAKE SHORE DR,1834.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,6,6,41.891118333,-87.614384685,POINT (-87.614384684631 41.891118332732),2017-06-09 11:45:00,41.891118333,-87.614384685,POINT (-87.614384685 41.891118333),0
53471,1bc3f2a19b4ee9e4447820532aa5593ffcc6e89419f0810c8c466c39a28dc68c54b87e4a13f239e1cb8ef93e514c07b7bd21a5d6d86a736afd59e79758d018b9,JA438986,,09/20/2017 09:30:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",09/20/2017 11:11:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2400,W,66TH ST,832.0,,,,,,,2.0,INCAPACITATING INJURY,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9,4,9,41.77389621,-87.683543637,POINT (-87.683543636802 41.773896209658),2017-09-20 09:30:00,41.77389621,-87.683543637,POINT (-87.683543637 41.77389621),0
53530,1bcd8e8774b682a10f15b96fa36d3e235a52cdd15a351100e655c496fc5c5cc02e5f8ca171301806f7202d448a9e657dbbcd52e3f2dc4d00dbd630705e181cb5,JB389689,,08/12/2018 01:15:00 AM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/12/2018 01:26:00 AM,PHYSICAL CONDITION OF DRIVER,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),3202,N,DAMEN AVE,1921.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,8,41.939679279,-87.678505364,POINT (-87.678505364284 41.93967927875),2018-08-12 01:15:00,41.939679279,-87.678505364,POINT (-87.678505364 41.939679279),0
53557,1bd10ecf75ae1b5c532bae61dd4df3806b0130ae0edb69852cb3737bc12fb55dc1dffb8d3a8dd21f188f88c66d980552abf18dbd6789400444ecd527369a25e5,JC338760,,07/07/2019 03:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/07/2019 04:19:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1434,W,NORTH AVE,1433.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,1,7,41.910787393,-87.664261253,POINT (-87.664261252719 41.910787393223),2019-07-07 15:50:00,41.910787393,-87.664261253,POINT (-87.66426125300001 41.910787393),0
53584,1bd4a9e3eb37c66508ba2c3b589868b41be082b98e8269f9d86899f0cc72156e60c45c0c511469751c70f8e28ee119c511373cdbea485712dd2aacda9b9814e5,JA438177,,09/19/2017 05:30:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",09/19/2017 05:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3625,W,FOSTER AVE,1712.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,3,9,41.975514733,-87.719524645,POINT (-87.719524644702 41.975514733492),2017-09-19 17:30:00,41.975514733,-87.719524645,POINT (-87.71952464500001 41.975514733),0
